text,indices
"- PBG SA, Aprivia SA oraz Hydrobudowa Polska SA wykonają i będą odpowiedzialni za 50% zakresu prac","{'entities': [(2, 8, 'company')]}"
"SA, zawartej w dniu 17 listopada 2009 roku przez Spółki z Grupy Kapitałowej PBG tj.: PBG SA, Hydrobudowa","{'entities': [(85, 91, 'company')]}"
"SA, zawartej w dniu 29 sierpnia 2008 roku przez spółki z Grupy Kapitałowej PBG tj.: PBG SA, Hydrobudowa","{'entities': [(84, 90, 'company')]}"
"Walnym Zgromadzeniu spółki PBG SA, z siedzibą w Wysogotowie k/Poznania, ul. Skórzewska 35, 62-081","{'entities': [(27, 33, 'company'), (76, 89, 'street_full')]}"
Zawiadomienie od Pioneer Pekao Investment Management SA o wzroście zaangażowania w akcje PBG SA,"{'entities': [(89, 95, 'company')]}"
"Spółce „PBG Dom Invest III” Sp. z o.o., z siedzibą w Wysogotowie, ulica Skórzewska 35, która prowadzi","{'entities': [(72, 85, 'street_full')]}"
"Partnerami Konsorcjum – spółkami wchodzącymi w skład Grupy Kapitałowej PBG tj. PBG SA, Aprivia SA,","{'entities': [(79, 85, 'company')]}"
"pielęgnacji obuwia, drobnej galanterii odzieżowej. Sprzedaż realizowana jest przez GK NG2 S.A.","{'entities': [(86, 94, 'company')]}"
(m.in. obuwia) do spółek nie tworzących GK NG2 S.A. Sprzedaż realizowana jest przez NG2 S.A.,"{'entities': [(43, 51, 'company'), (84, 92, 'company')]}"
ul.Żurawia 8,"{'entities': [(3, 12, 'street_full')]}"
Jednostką dominującą jest MNI Spółka Akcyjna z siedzibą w Warszawie przy ul. Żurawia 8.,"{'entities': [(77, 86, 'street_full')]}"
"S.A. (I kwartał 2007 roku, III kwartał 2009 roku), ATM S.A. (IV kwartał 2007","{'entities': [(51, 59, 'company')]}"
"się w siedzibie jednostki dominującej: 20-703 Lublin, ul. Cisowa 11.","{'entities': [(58, 67, 'street_full'), (39, 52, 'city_postal')]}"
"ul. Cisowa 11, 20-703 Lublin","{'entities': [(4, 13, 'street_full'), (15, 28, 'city_postal')]}"
"ul. . Cisowa 11, 20-703 Lublin","{'entities': [(6, 15, 'street_full'), (17, 30, 'city_postal')]}"
"Siedziba Emitenta: 00-446 Warszawa, ul. Fabryczna 5.","{'entities': [(40, 51, 'street_full'), (19, 34, 'city_postal')]}"
"wypowiedzeniem umowy kredytowej, Zarząd Internet Group S.A, w związku z brzmieniem art. 21","{'entities': [(40, 59, 'company')]}"
(i) W dniu 1 lipca 2010 roku podpisany został list intencyjny pomiędzy Internet Group S.A. oraz CR,"{'entities': [(71, 90, 'company')]}"
S.A. na kompleksową restrukturyzację finansową Internet Group S.A.,"{'entities': [(47, 66, 'company')]}"
W dniu 30 czerwca 2010 roku Internet Group S.A. podpisała warunkową umowę zbycia 14 000 udziałów o,"{'entities': [(28, 47, 'company')]}"
"należącymi do grupy kapitałowej Internet Group S.A., w tym Internet Group S.A. (z wyłączeniem jednak","{'entities': [(32, 51, 'company'), (59, 78, 'company')]}"
Na dzień 31 grudnia 2010 roku kapitał zakładowy Internet Group S.A. wynosił 39 371 i dzielił się na akcje o,"{'entities': [(48, 67, 'company')]}"
"przez Internet Group S.A. na podstawie uchwały nr 3 Walnego Zgromadzenia z dnia 26 listopada 2008 roku,","{'entities': [(6, 25, 'company')]}"
"konwersji, przy czym nie mniej niż nominalna wartość jednej akcji Internet Group S.A. Cena","{'entities': [(66, 85, 'company')]}"
"część zadłużenia może zostać przekonwertowana na kapitał Internet Group S.A., a część przeniesiona z","{'entities': [(57, 76, 'company')]}"
"jest 1 342 249 akcji zwykłych na okaziciela serii Ł Internet Group S.A. o wartości nominalnej 1,20 (nie w","{'entities': [(52, 71, 'company')]}"
62-052 Komorniki 62-052 Komornik i 62-052 Komorniki 05-870 Błonie,"{'entities': [(0, 16, 'city_postal'), (35, 51, 'city_postal'), (52, 65, 'city_postal')]}"
62-052 Komorniki 62-052 Komorniki 02-239 Warszawa,"{'entities': [(0, 16, 'city_postal'), (17, 33, 'city_postal')]}"
"WZA LPP SA, które odbyło się 25 czerwca 2010 roku, podjęło Uchwałę o wprowadzeniu","{'entities': [(4, 10, 'company')]}"
"ul. Chemików 1, 32-600 Oświęcim","{'entities': [(4, 14, 'street_full'), (16, 31, 'city_postal')]}"
ul. 11-Listopada 37 68-200 Żary,"{'entities': [(20, 31, 'city_postal')]}"
"akcjonariuszy pomiędzy Funduszem, NFI MAGNA POLONIA S.A. oraz MEDIATEL S.A. Przedmiot","{'entities': [(38, 56, 'company')]}"
"Siedzibą podmiotu dominującego jest Warszawa, ul. Lwowska 19. Od 1997 r. akcje","{'entities': [(46, 60, 'street_full')]}"
INVESTcon GROUP Spółka Akcyjna,"{'entities': [(0, 30, 'company')]}"
"Inwest Consulting Sp. z o.o. z siedzibą w Poznaniu przy ul. Krasińskiego 16, KRS nr","{'entities': [(60, 75, 'street_full')]}"
"Inwest e-Finance Sp. z o.o. z siedzibą w Poznaniu, ul. Krasińskiego 16, KRS nr","{'entities': [(55, 70, 'street_full')]}"
"ul. Kłopotowskiego 22, 03-717 Warszawa","{'entities': [(4, 21, 'street_full'), (23, 38, 'city_postal')]}"
"Siedziba: 35-082 Rzeszów, ul. Podkarpacka 15,","{'entities': [(30, 44, 'street_full'), (10, 24, 'city_postal')]}"
"Biuro Zarządu: 05-091 Ząbki, ul. Piłsudskiego 180,","{'entities': [(15, 27, 'city_postal')]}"
ul. Stanisława Wokulskiego 11,"{'entities': [(4, 29, 'street_full')]}"
"Bank Polski SA, Bank Handlowy w Warszawie SA, Societe Generale SA, BNP Paribas SA Oddział","{'entities': [(16, 44, 'company')]}"
"(„RAFAMET S.A.”, „Spółka”, „jednostka dominująca”) z siedzibą w Kuźni Raciborskiej, ul. Staszica 1. Spółka","{'entities': [(84, 98, 'street_full')]}"
"47-420 Kuźnia Raciborska, ul. Staszica 1","{'entities': [(26, 40, 'street_full'), (0, 24, 'city_postal')]}"
"„MET. COM” sp. z o. o. w likwidacji, Kuźnia Raciborska, ul. Staszica 1.","{'entities': [(56, 70, 'street_full')]}"
"Instal Kraków Spółka Akcyjna z siedzibą w Krakowie, ul. Konstantego Brandla 1.","{'entities': [(52, 77, 'street_full')]}"
"Lublin, ul. Kunickiego 20-24","{'entities': [(12, 28, 'street_full')]}"
"20-417 Lublin, ul. Kunickiego 20-24. Spółka akcyjna posiada osobowość prawną, działa na","{'entities': [(19, 35, 'street_full'), (0, 13, 'city_postal')]}"
"Przemysłu Skórzanego Protektor S.A. z siedzibą w Lublinie, 20-417 Lublin. Spółka posiada","{'entities': [(59, 72, 'city_postal')]}"
"Akcyjna z siedzibą w Warszawie, przy ulicy Kasprzaka 2/8, 01-211 Warszawa (Kredyt Bank).","{'entities': [(58, 73, 'city_postal')]}"
Centrum Leasingu i Finansów CLiF S.A. z siedzibą w Warszawie Al. Róż 2 powstała w wyniku,"{'entities': [(61, 70, 'street_full')]}"
Firma spółki : CENTRUM LEASINGU I FINANSÓW CLIF SA,"{'entities': [(15, 50, 'company')]}"
"Adres : 00-556 Warszawa, Al. Róż 2","{'entities': [(25, 34, 'street_full'), (8, 23, 'city_postal')]}"
Aleja Komisji Edukacji Narodowej 18 lok. 3b,"{'entities': [(6, 43, 'street_full')]}"
"Siedziba Spółki mieści się na ul. Załogowej 17, 80-557 Gdańsk","{'entities': [(48, 61, 'city_postal')]}"
"Siedzibą Spółki jest Kraków, adres: 31-323 Kraków, ul. Opolska 12. Spółka została wpisana do","{'entities': [(55, 65, 'street_full'), (36, 49, 'city_postal')]}"
“EFEKT-HOTELE” S.A. z siedzibą w Krakowie ul. Opolska 12 wpisana do rejestru,"{'entities': [(46, 56, 'street_full')]}"
„LIDER HOTEL” sp. z o.o. z siedzibą w Krakowie ul. Opolska 12 - wpisana do rejestru,"{'entities': [(51, 61, 'street_full')]}"
Na mocy umowy inwestycyjnej zawartej w dniu 30 sierpnia 2007 roku z Przedsiębiorstwem Techniczno Handlowym RECTOR Spółka jawna reprezentowanym przez wspólników Spółka APATOR SA zakupiła,"{'entities': [(167, 176, 'company')]}"
"Jednostka dominująca – OPONEO.PL S.A. z siedzibą w Bydgoszczy, ul. Podleśna 17","{'entities': [(67, 78, 'street_full')]}"
"Siedziba i adres: ul. Podleśna 17,85-145, Bydgoszcz","{'entities': [(22, 33, 'street_full')]}"
Siedziba Spółki dominującej mieści się we Wronkach przy ul. Mickiewicza 52.,"{'entities': [(56, 74, 'street_full')]}"
GRUPA KAPITAŁOWA LSI SOFTWARE SPÓŁKA AKCYJNA,"{'entities': [(17, 44, 'company')]}"
ul. Przybyszewskiego 176/178,"{'entities': [(4, 28, 'street_full')]}"
Spółka Akcyjna LSI Software S.A. z siedzibą w Łodzi przy ul. Przybyszewskiego 176/178 jest zarejestrowana w Krajowym Rejestrze Sądowym,"{'entities': [(61, 85, 'street_full')]}"
"Adres: ul. Przemysłowa 1, 39‐100 Ropczyce","{'entities': [(7, 24, 'street_full')]}"
"Adres: 55‐140 Żmigród, ul. Przemysłowa 2","{'entities': [(27, 40, 'street_full')]}"
"Adres: 39‐100 Ropczyce, ul. Przemysłowa 1","{'entities': [(24, 41, 'street_full')]}"
"40‐246 Katowice, ul. Porcelanowa 11","{'entities': [(21, 35, 'street_full')]}"
"2. ABM SOLID S.A. z siedzibą w Tarnowie (33-100), ul. Bartla 3 Członek Konsorcjum,","{'entities': [(54, 62, 'street_full')]}"
"zawarto z Agencją Rozwoju Przemysłu S.A. w Warszawie Oddział w Tarnobrzegu, ul. Wołoska 7, 02 – 675 Warszawa jako","{'entities': [(80, 89, 'street_full')]}"
"Siedziba Spółki: Katowice, Armii Krajowej 41. Jednostka zależna wobec FAMUR SA, udział w kapitale oraz liczbie głosów 100%.","{'entities': [(27, 44, 'street_full')]}"
"Siedziba Spółki: Śrem, ul. Staszica 1. Jednostka zależna wobec PGO, udział w kapitale oraz liczbie głosów 85,33%.","{'entities': [(23, 37, 'street_full')]}"
"Adres: 90-361 Łódź, Piotrkowska 270","{'entities': [(20, 35, 'street_full'), (7, 18, 'city_postal')]}"
"Investment Sp. z o.o.) z siedzibą: Al Jerozolimskie 94, 00-807 Warszawa, zarejestrowana pod","{'entities': [(56, 71, 'city_postal')]}"
"Invest Sp. z o.o.) z siedzibą: Al Jerozolimskie 94, 00-807 Warszawa, zarejestrowana pod","{'entities': [(52, 67, 'city_postal')]}"
"94, 00-807 Warszawa, zarejestrowana pod numerem KRS: 0000243458 przez Sąd Rejonowy","{'entities': [(4, 19, 'city_postal')]}"
"Triton Property Spółka z ograniczoną odpowiedzialnością z siedzibą: Al. Jerozolimskie 94,","{'entities': [(68, 88, 'street_full')]}"
"5) Triton Development S.A. z siedzibą w Warszawie, Al. Jerozolimskie 94 jest jednostką","{'entities': [(51, 71, 'street_full')]}"
Dnia 30.03.2010 r. ATM S.A. nabyła 10 800 akcji spółki KLK S.A. Wyniku tej operacji ATM S.A. posiada,"{'entities': [(19, 27, 'company'), (84, 92, 'company')]}"
którego ATM S.A. objęła 600 000 akcji za kwotę 300 000 zł.,"{'entities': [(8, 16, 'company')]}"
"ul. Jubilerskiej 8a, bezpośrednio przylegających do nieruchomości będącej siedzibą ATM S.A., na których","{'entities': [(83, 91, 'company')]}"
"Jednym z elementów zarządzania ryzykiem jest polityka dywidendy przyjęta przez spółkę dominująca w Grupie. Zgodnie z nią inwestorzy powinni otrzymywać coroczną dywidendę od ATM S.A., nie mniejszą niŜ","{'entities': [(173, 181, 'company')]}"
"typu będzie sieć dwunastu węzłów dostępowych AC-X gromadzących operatorów lokalnych oraz rozbudowane połączenia międzynarodowe – trzech dostawców tranzytowych Tier-1 i udział ATM S.A. w trzech europejskich węzłach wymiany ruchu we Frankfurcie, Amsterdamie i Londynie.","{'entities': [(175, 183, 'company')]}"
Koszty świadczeń emerytalnych obejmują odprawy emerytalne wypłacone pracownikom zgodnie z przepisami prawa pracy. ATM S.A. nie jest stroną Ŝadnych programów emerytalnych jak i układów zbiorowych,"{'entities': [(114, 122, 'company')]}"
"Programem objęci są pracownicy i współpracownicy Spółki, członkowie Zarządów oraz pozostali pracownicy i współpracownicy spółek Grupy Kapitałowej ATM S.A.","{'entities': [(146, 154, 'company')]}"
"w ATM S.A. (Nota 19),","{'entities': [(2, 10, 'company')]}"
"W 2009 roku działalność operacyjna w obszarze zintegrowanych systemów infrastruktury teleinformatycznej została przeniesiona z ATM S.A. do ATM Systemy informatyczne Sp. z o.o, której 100% właścicielem","{'entities': [(127, 135, 'company')]}"
dochodów ATM S.A. w roku 2010.,"{'entities': [(9, 17, 'company')]}"
"Gliwicach przy ulicy Górnych Wałów 42, z następującym porządkiem obrad:","{'entities': [(21, 37, 'street_full')]}"
"jednostki zależne. Cersanit Spółka Akcyjna z siedzibą w Kielcach Al. Solidarności 36, jest zarejestrowana w","{'entities': [(65, 84, 'street_full')]}"
"Siedzibą podmiotu dominującego jest Kraków, ul. Wrocławska 53. Od 1997 r. akcje Funduszu są notowane na rynku","{'entities': [(48, 61, 'street_full')]}"
przeciwko spółce Netia S.A. w związku z zakwestionowaniem i nie zapłaceniem przez Netia S.A. części drugiej płatności z,"{'entities': [(17, 27, 'company'), (82, 92, 'company')]}"
"Vistula Group Spółka Akcyjna (Jednostka dominująca) z siedzibą w Krakowie, ul. Starowiślna 48, kod: 31-035 jest spółką akcyjną zarejestrowaną w Sądzie Rejonowym dla Krakowa","{'entities': [(79, 93, 'street_full')]}"
"Nazwa i adres podmiotu przed zmianą - Ruskij Caviar Sp. z o.o., 84-200 Wejherowo,","{'entities': [(64, 80, 'city_postal')]}"
"Jednostką Dominującą w Grupie Kapitałowej jest Ponar S.A. z siedzibą w Krakowie, ulica Wrocławska 53, 30-011","{'entities': [(87, 100, 'street_full')]}"
"Kraków (poprzednia siedziba: ul. Wojska Polskiego 29, 34-100 Wadowice)","{'entities': [(29, 52, 'street_full'), (54, 69, 'city_postal')]}"
"Siedziba: Kraków, ul. Wrocławska 53","{'entities': [(22, 35, 'street_full')]}"
"Siedzibą jednostki dominującej jest Śrem, ulica Adama Mickiewicza 93. Spółka prowadzi działalność w formie spółki","{'entities': [(54, 68, 'street_full')]}"
położonej w Mrągowie ul. Przemysłowa 11a.,"{'entities': [(21, 38, 'street_full')]}"
"ul. Jana Kazimierza 46/54, 01-248 Warszawa","{'entities': [(4, 25, 'street_full'), (27, 42, 'city_postal')]}"
Jednostką dominującą jest ACTION S.A. z siedzibą w Warszawie przy ul. Jana Kazimierza 46/54. ACTION,"{'entities': [(70, 91, 'street_full')]}"
"81-341 Gdynia, ul. Tadeusza Wendy 7/9","{'entities': [(19, 37, 'street_full'), (0, 13, 'city_postal')]}"
"- Dział Rynków Zagranicznych, ul. Złota 59, 00-120 Warszawa,","{'entities': [(44, 59, 'city_postal')]}"
"- POK Tarnów, ul. Wałowa 16, 33-100 Tarnów,","{'entities': [(29, 42, 'city_postal')]}"
"- POK Gliwice, ul. Zwycięstwa 14, 44-100 Gliwice,","{'entities': [(34, 48, 'city_postal')]}"
minująca”) z siedzibą w Kielcach przy Al. Solidarności 36. Spółka zaarejestrowanaa,"{'entities': [(38, 57, 'street_full')]}"
przy ul. Rondo ONZ 1 została utworzona na podstawie umowy Spółki z dnia 5 lipca 1996 r. w formie aktu notarialnego,"{'entities': [(9, 20, 'street_full')]}"
"sp. z o.o. z siedzibą ul. Krzeszowska 62, 23-400 Biłgoraj, której wszystkie udziały są własnością","{'entities': [(22, 40, 'street_full'), (42, 57, 'city_postal')]}"
"podmiotu dominującego oraz spółki zależnej Meva Fashion sp. z o.o. z siedzibą ul. Krzeszowska 62,","{'entities': [(78, 96, 'street_full')]}"
*Pan Jerzy Falkin został powołany w skład zarządu BOMI SA uchwałą Rady Nadzorczej z dnia 1.03.2010 r.,"{'entities': [(50, 57, 'company')]}"
dnia 09.02.2010 roku. BOMI SA ustanawia na rzecz Banku,"{'entities': [(22, 29, 'company')]}"
"Wynajmującym od BOMI SA, z tytułu wynajmu lokali usługowych. W lokalach tych są ulokowane","{'entities': [(16, 23, 'company')]}"
- zakres współpracy: obsługa prawna BOMI SA,"{'entities': [(36, 43, 'company')]}"
wierzytelności wobec BOMI SA z tytułu sprzedaŜy dokonywanej przez dostawców. Bank zobowiązuje się,"{'entities': [(21, 28, 'company')]}"
"do przyjmowania wierzytelności wobec BOMI SA do wysokości limitu, który ustala się w wysokości","{'entities': [(37, 44, 'company')]}"
"10.000.000,00 PLN. Limit został przyznany na okres do dnia 08.02.2011 roku. BOMI SA ustanawia na rzecz","{'entities': [(76, 83, 'company')]}"
BOMI SA BOMI SA BOMI SA jednostkowy jednostkowy jednostkowy,"{'entities': [(0, 7, 'company'), (8, 15, 'company'), (16, 23, 'company')]}"
2010 roku jednostkowe śródroczne sprawozdanie finansowe BOMI SA za I półrocze 2010.,"{'entities': [(56, 63, 'company')]}"
"Siedziba podmiotu: 80-126 Gdańsk, ul. Myśliwska 21","{'entities': [(38, 50, 'street_full'), (19, 32, 'city_postal')]}"
"Siedziba: 02-699 Warszawa, ul. Taborowa 20","{'entities': [(10, 25, 'city_postal')]}"
"42-520 Dąbrowa Górnicza,","{'entities': [(0, 23, 'city_postal')]}"
Spółka Variant S. A. posiada siedzibę w Krakowie przy ulicy Czerwieńskiego 3B . Spółka wpisana jest,"{'entities': [(60, 77, 'street_full')]}"
1/ Hipoteka zwykła w wysokości 5.128 tys. PLN (Czerwieńskiego 3B),"{'entities': [(47, 64, 'street_full')]}"
magazynie nr 25 w Krakowie przy ul. Czerwieńskiego 3B. Łączna minimalna,"{'entities': [(36, 53, 'street_full')]}"
"mieści się w Puławach, Al. Tysiąclecia Państwa Polskiego 13.","{'entities': [(23, 59, 'street_full')]}"
"Nasza siedziba i główne biuro mieści się przy ul. Wiertniczej 166, 02-952 Warszawa,","{'entities': [(67, 82, 'city_postal')]}"
Al. Jerozolimskie 65/79,"{'entities': [(0, 23, 'street_full')]}"
"Siedzibą Spółki jest miasto Warszawa, ul. Łucka 7/9.","{'entities': [(42, 51, 'street_full'), (38, 51, 'street_full')]}"
"w Lubinie a Interferie Medical SPA Sp. z o.o., z siedzibą w Lubinie, przy ul. Marii Skłodowskiej-Curie 176, 59-301","{'entities': [(78, 106, 'street_full')]}"
"dominującą w tej Grupie zajmuje GANT DEVELOPMENT S.A. z siedzibą w Legnicy, ul. Rynek 28, któremu podlega Emitent.","{'entities': [(80, 88, 'street_full')]}"
"PATENTUS S.A. z siedzibą w Pszczynie, ul. Górnośląska 11","{'entities': [(42, 56, 'street_full')]}"
"Adres siedziby: 43-200 Pszczyna, ul. Górnośląska 11. PATENTUS Spółka Akcyjna (Spółka) prowadzi","{'entities': [(37, 51, 'street_full'), (16, 31, 'city_postal')]}"
"ul. Gen. Zajączka 28, 01-510 Warszawa","{'entities': [(22, 37, 'city_postal')]}"
"CP Energia S.A., ul. Gen. Zajączka 28, 01-510 Warszawa","{'entities': [(39, 54, 'city_postal')]}"
"k/Poznania, ul. Serdeczna 8","{'entities': [(16, 27, 'street_full')]}"
GRUPY KAPITAŁOWEJ GLOBE TRADE CENTRE S.A.,"{'entities': [(18, 41, 'company')]}"
"40-282 Katowice, ul. Paderewskiego 32c","{'entities': [(21, 38, 'street_full'), (0, 15, 'city_postal')]}"
"Siedziba Spółki mieści się w Dąbrowie przy ul. Batorowskiej 9, 62-070 Dopiewo.","{'entities': [(63, 77, 'city_postal')]}"
"Siedziba Spółki mieści się w Poznaniu, przy ul. Dąbrowskiego 49/13.","{'entities': [(48, 66, 'street_full')]}"
"Tarnowie, ul. Bartla 3, która to występuje jako Generalny Wykonawca zadania inwestycyjnego p.n.:","{'entities': [(14, 22, 'street_full')]}"
"(„Spółka”/„jednostka dominująca”) z siedzibą w Warszawie (00-078 Warszawa, Plac Piłsudskiego 3) wpisana do","{'entities': [(75, 94, 'street_full'), (58, 73, 'city_postal')]}"
"ul. Powstańców Śląskich 125/200, 53-317 Wrocław","{'entities': [(4, 31, 'street_full'), (33, 47, 'city_postal')]}"
"ul. Unii Europejskiej 18, 96-100 Skierniewice","{'entities': [(4, 24, 'street_full'), (26, 45, 'city_postal')]}"
zorganizowanej części przedsiębiorstwa ENEA S.A. działającego pod firmą: ENEA S.A. Oddział,"{'entities': [(39, 48, 'company'), (73, 82, 'company')]}"
"W związku z liberalizacją rynku energii elektrycznej i narastającą konkurencją w tym sektorze, ENEA S.A. jest","{'entities': [(95, 104, 'company')]}"
Prezesa UOKiK z dnia 26 lipca 2011 r. w sprawie podejrzenia stosowania przez ENEA S.A. praktyk naruszających,"{'entities': [(77, 86, 'company')]}"
"Uprawniony podmiot to Deloitte Audyt Sp. z o.o., Al. Jana Pawła II 19, 00-854 Warszawa, wpisany na listę","{'entities': [(71, 86, 'city_postal')]}"
"w ENEA S.A., które zostały zatwierdzone przez Zarząd ENEA S.A. 15 marca br. - to wprowadzenie obowiązku","{'entities': [(2, 11, 'company'), (53, 62, 'company')]}"
Projekt „Koalicja Prezesi-wolontariusze 2011” został zainicjowany przez Macieja Owczarka - Prezesa ENEA S.A.,"{'entities': [(99, 108, 'company')]}"
PEKAES SA od Akcjonariuszy mniejszościowych. Wysokość udziału PEKAES SA w kapitale zakładowym spółki,"{'entities': [(0, 9, 'company'), (62, 71, 'company')]}"
"(adres: ul. Skórzewska 35, 62-081 Przeźmierowo). PBG S.A. jest spółką publiczną, liderem","{'entities': [(12, 25, 'street_full')]}"
"Jednostką Dominującą w Grupie Kapitałowej jest KCI S.A. z siedzibą w Krakowie (30-011), ul. Wrocławska 53,","{'entities': [(92, 105, 'street_full')]}"
" Zawadzkie, ul. Polna 3 (KW41822)","{'entities': [(17, 24, 'street_full')]}"
Kredyt inwestycyjny zaciągnięty w banku BNP PARIBAS BANK POLSKA S.A. na kwotę 12.358 tys. zł. Kredyt,"{'entities': [(40, 68, 'company')]}"
"kredytu w formie wielocelowej linii kredytowej zaciągniętego w BNP PARIBAS BANK POLSKA S.A.), hipoteka","{'entities': [(63, 91, 'company')]}"
Kredyt w formie wielocelowej linii kredytowej zaciągnięty w banku BNP PARIBAS BANK POLSKA S.A. na kwotę,"{'entities': [(66, 94, 'company')]}"
inwestycyjnego zaciągniętego w BNP PARIBAS BANK POLSKA S.A.),"{'entities': [(31, 59, 'company')]}"
"w banku PKO BP S.A. na kwotę 14.000 tys. zł., w BNP PARIBAS BANK POLSKA S.A. w kwocie 5.000 tys. zł. oraz w BRE","{'entities': [(48, 76, 'company')]}"
 zaciągnięcie kredytu w BNP PARIBAS BANK POLSKA S.A. (4.396 tys. zł ujęte w zobowiązaniach,"{'entities': [(25, 53, 'company')]}"
Umowa kredytu inwestycyjnego zawarta z bankiem BNP PARIBAS BANK POLSKA S.A. w styczniu 2011 roku.,"{'entities': [(47, 75, 'company')]}"
Umowa kredytu w formie wielocelowej linii kredytowej zawarta z bankiem BNP PARIBAS BANK POLSKA S.A.,"{'entities': [(71, 99, 'company')]}"
w BNP PARIBAS BANK POLSKA S.A.,"{'entities': [(2, 30, 'company')]}"
"ul. Polna 3,","{'entities': [(4, 11, 'street_full')]}"
MNI S.A. z siedzibą w Warszawie przy ul. Żurawia 8 (zarejestrowana dnia w Krajowym Rejestrze,"{'entities': [(41, 50, 'street_full')]}"
"przy ulicy Górnych Wałów 42, z następującym porządkiem obrad:","{'entities': [(11, 27, 'street_full')]}"
aktualnie mieści się w Gliwicach przy ul. Górnych Wałów 42.,"{'entities': [(42, 58, 'street_full')]}"
"Przemysłu Skórzanego Protektor Spółka Akcyjna z siedzibą w Lublinie, 20-417 Lublin.","{'entities': [(69, 82, 'city_postal')]}"
ul. Eugeniusza Kwiatkowskiego 24,"{'entities': [(4, 32, 'street_full')]}"
ulica Eugeniusza Kwiatkowskiego 24,"{'entities': [(6, 34, 'street_full')]}"
"Zgromadzeniu TIM SA, iż w wyniku nabycia 10.000 akcji TIM SA –Pan Krzysztof Folta","{'entities': [(13, 19, 'company'), (54, 60, 'company')]}"
"na Walnym Zgromadzeniu TIM SA. Po zmianie, w wyniku zbycia akcji TIM SA –","{'entities': [(23, 29, 'company'), (65, 71, 'company')]}"
"TIM SA – zgodnie z wiedzą TIM SA, ING Towarzystwo Funduszy Inwestycyjnych SA","{'entities': [(0, 6, 'company'), (26, 32, 'company')]}"
Członkowie Zarządu TIM SA zatrudnieni są w TIM SA na podstawie umowy o pracę.,"{'entities': [(19, 25, 'company'), (43, 49, 'company')]}"
Wartość netto usług zakupionych przez TIM SA w ELEKTROTIM SA w tym okresie,"{'entities': [(38, 44, 'company'), (54, 60, 'company')]}"
"potencjalnej utraty wartości towarów kupowanych i magazynowanych przez TIM SA,","{'entities': [(71, 77, 'company')]}"
"Spółka Celtic Property Developments S.A. (dalej ""Spółka"", ""CPD"") z siedzibą w Warszawie (00-124), Rondo ONZ 1, została","{'entities': [(98, 109, 'street_full')]}"
"dotychczasowi wspólnicy CPD Plc stali się 100% akcjonariuszami CPD S.A., a ponadto (ii) CPD S.A. nabył w drodze sukcesji","{'entities': [(63, 71, 'company'), (88, 96, 'company')]}"
"generalnej - w celu umorzenia, akcje własne od CPD Plc. Parytet wymiany akcji CPD Plc na akcje CPD S.A., został przyjęty na","{'entities': [(95, 103, 'company')]}"
"Grupy Kapitałowej Kruk S.A., której jednostka dominująca ma siedzibę we Wrocławiu, ul. Legnicka 56,","{'entities': [(87, 98, 'street_full')]}"
"S.A. z siedzibą we Wrocławiu, ul. Legnicka 56, sporządzonego na dzień 30 czerwca 2011 r., oraz skróconych","{'entities': [(34, 45, 'street_full')]}"
"Siedziba – 30-348 Kraków, ul. Prof. Michała Bobrzyńskiego 14","{'entities': [(44, 60, 'street_full'), (11, 24, 'city_postal')]}"
"Siedziba: 96-500 Sochaczew, ul. 15 Sierpnia 106","{'entities': [(28, 47, 'street_full'), (10, 26, 'city_postal')]}"
"Akcjonariusze: 50% akcji spółki posiada ALMA MARKET SA i jest głównym akcjonariuszem, akcjonariusze","{'entities': [(40, 54, 'company')]}"
"Siedziba/adres: 30-964 Kraków, ul. Pilotów 6","{'entities': [(31, 44, 'street_full'), (16, 29, 'city_postal')]}"
"4) Krakowski Kredens Tradycja Galicyjska SA - podmiot zależny grupy, w której ALMA MARKET SA posiada","{'entities': [(78, 92, 'company')]}"
"Siedziba Emitenta: 82-500 Kwidzyn, ul. Piastowska 39","{'entities': [(39, 52, 'street_full'), (19, 33, 'city_postal')]}"
"Koncernu Energetycznego S.A. z siedzibą w Katowicach, ul. Lwowska 23 budynek warsztatowy w Bielsku-Białej przy ulicy","{'entities': [(58, 68, 'street_full')]}"
"Nowa siedziba Spółki to: pl. Grunwaldzki 25-27, Wrocław (50-365), Polska. Sąd dokonał takŜe rejestracji zmian","{'entities': [(25, 46, 'street_full')]}"
jest walutą funkcjonalną AmRest Holdings SE od dnia 1 stycznia 2009 roku.,"{'entities': [(25, 43, 'company')]}"
** W dniu 15 marca 2011 roku AmRest Holdings SE nabyła 100 % udziałów w spółce AmRest TAG S.L. z,"{'entities': [(29, 47, 'company')]}"
W dniu 28 kwietnia 2011roku AmRest Holdings SE nabyła 100% udziałów w Restauravia Grupo Empresarial,"{'entities': [(28, 46, 'company')]}"
"jednostek zaleŜnych. Kredytobiorcy (AmRest Holdings SE, AmRest Sp. z o.o. oraz AmRest s.r.o.) ponoszą","{'entities': [(36, 54, 'company')]}"
"Adres siedziby: ul. Agrestowa 112, 53-035 Wrocław,","{'entities': [(20, 33, 'street_full'), (35, 49, 'city_postal')]}"
"Adres: ul. Wołowska 20, 51-116 Wrocław","{'entities': [(11, 22, 'street_full'), (24, 38, 'city_postal')]}"
"ul. Kiełbaśnicza 28, 50-109 Wrocław","{'entities': [(4, 19, 'street_full'), (21, 35, 'city_postal')]}"
